"id","name","bid","bname","stars","date","text"
"VvPx5CH2qzj0YWRSrDH4wQ","Charnita","4srfPk1s8nlm1YusyDUbjg","Subway","1","2017-09-28 00:00:00","Worst experience ever Alejandra was very rude she even stated to me she was the manager when in fact she is the assistant manager at the store visited around 5:48 pm...I presented a coupon to her that said ""Valid for in-restaurant orders only, excluding kiosk orders. Extras & Deluxe additional. Plus tax. No cash value. Not for sale. 1 time use. 1 coupon per qualifying item(s). Cannot be combined with promotional offers. Void if transferred, sold, auctioned, reproduced, purchased or altered, & where prohibited. Valid at participating Clark, Lincoln, and Nye County, NV area locations. Exp 10/3/17."" She informed me that it could only be used for sandwiches that were under the discounted menu no where does it says this on the coupon above...when asking for the Corp. Number she told me to google it as I walked out the store it's clearly posted on the door. Even if she didn't know ""google it"" was a very rude response. To add insult to injury to talk shit in Spanish to the other customer in the store as if I don't understand made matters worse!!! Would give now stars if I could!!!!!"
"vWP8-aQX0rYJszqkWVL7Ew","LJ","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2016-01-26 00:00:00","Here's the thing I've never really experienced GameWorks before, even back when it was on the Strip, and I've never been to a Dave and Busters so all of this is new to me. Anyways I've been to this location more than a few times and honestly I like it.

They have a bowling alley, a bar and restaurant, lots of arcade games, you can earn tickets and redeem them for prizes, billiard tables, lots of screens to catch a sports game playing, and even computer and console games area. You can play at the billiards tables for $5 an hr.

Food is your usual bar food I guess there's pizzas, burgers, chicken tenders, sandwiches, salads, etc. They even have a deal where certain items on the menu comes with an hr play of the arcade for like $15 and you can use the cards anytime for 1 hr straight. I kind of have been stashing them cause I have 3 cards.

Seems like a great place for families and people of all ages. Haven't had a bad experience yet and customer service has always been great. I'll definitely be back."
"vXSgfGl1ecyHZreOjWelnA","Cara","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2015-07-10 00:00:00","I went with a few friends and it was awful! Everyone agreed the only decent thing about this place was the crispy fries. The service was so atrocious we considered leaving before even being greeted. It's a very unfriendly place. We will not be going back."
"VYUf1IDtk5NWb5J7xsJqkA","Thomas","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2015-12-27 00:00:00","Went to go see the hateful 8 at AMC and it was sold out...so my GF and I decided to stop at GameWorks after some post Xmas shopping. As an esports fan, I had to see that area. It's pretty cool to see GW recognize how big the esports industry really is. Upon entering, I was impressed by the variety, design and vibe of the esports area. I was greeted by Carlos, the manager, who told me that Alex and V (can't remember her full name) would take good care of us. They had amazing service and as we were playing Halo 5 I noticed V handle a group of loitering obnoxious teens (I rarely use this word, I'm still a big kid) like a pro. They made sure we were taken good care of. Well done everyone, will be back for sure. Very happy with my time spent there tonight."
"VZ-NLfI9phLFJsj1t_nslQ","Zemina","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","4","2015-06-17 00:00:00","This is a really cute place - was taken here on a date.  Cozy little areas to sit and the staff is really friendly.  They have an excellent selection of tea's and board games - could sit there for hours! Definitely recommend this place when you've got lots of time and good people around."
"w0hQcoxd-DwIR9s0f5pP0w","Christopher","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2015-12-28 00:00:00","The arcade in Gameworks has a lot of variety it seems like a very fun atmosphere you get good credits and enough to play almost every game once for $20 so this I really enjoy.
As for Gameworks food... They have horrible service. I ordered three separate items and out of the three separate items I received only two then on top of all of that they didn't give me any napkins,ketchup or any other condiments the table was completely blank I didn't get my napkins until I was halfway through my food and the waitress saw that my hands were greasy. Overall Gameworks is a good arcade place but I as for the food service They should really pay a lot of attention to it.if Gameworks wants to compete with Dave and busters they they are very low on that totem pole they need a lot of work."
"W1AFbtC37Q1RzdrKS51NmQ","Bobby","Pd52CjgyEU3Rb8co6QfTPw","Flight Deck Bar & Grill","5","2016-11-17 00:00:00","Awesomely constructed carnitas nachos! With cheese sauce and beans! And they're only $6 during happy hour (remember there are 2 HHs here - one in the morning and one in the afternoon).

Also an incredible $6 wing special as well (mentioned in my first review) and I always ask that they smash the hottest buffalo and BBQ sauces together when I order them. 10 jumbo wings means 60-cent wings every day if you happy hour here. 

Really delicious Huevos Rancheros available all day. The kitchen here is something else!

Their ""Flight Deck Lager"" is a draft beer made for Taylor Made by Anheuser-Busch, and is similar to a Cass or OB beer but a bit lighter, with a clean aftertaste. It's $3/pint all day long.

Great, friendly service every time. And a bright, airy, north-facing environment with a horizonal view of the Strip and plenty of HDTVs, this is a *perfect* starting point for any bachelor, bachelorette or reunion weekend. Not to mention there's a full-fledged driving range 10 feet in front of you. (Locals: ask about the amazing bottomless bucket of balls special.)

Always easy parking, spotless bathrooms and friendly staff. Gotta love corporate-owned gone right! 

This place should be packed, and I'm always surprised to see when it's not! For now, it's our little secret..."
"w25batVjA4c2FGjsF7A49g","Siying","-ooEO2YqDQVYNHnSF2BPfw","Restaurant Lucca","5","2016-02-15 00:00:00","I went to dinner with my boyfriend on Valentine's Day. 
The Owner and waiters were really nice and friendly. 
They served bruschetta and The appetizer was fried calamari . Taste so good. 
And the risotto went with veggies and meat also very nice. Tuna was cooked medium and very fresh very juicy. 
The dessert we had chocolate soufflé I really loved it because it's Not very sweet but yummy. 
It's a little pricy but we really enjoyed it and had a good time. I will go back to there again."
"W2Bs1QiCfuOaqpM9zUQUqg","Mike","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","4","2017-08-05 00:00:00","Never been in the area and decided to stop with some friends. Cool atmosphere, very nice help, food was perfect! Black and bleu burger was very good and recommended. Great stop!"
"W2kM2oe9mdKLYRMeLpW8Rg","Clay","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","4","2015-02-16 00:00:00","They really changed this place around.  It's an open environment.  Made to look like a man cave.  Food was tasty and decently priced"
"W48zYy5M0ig08CZ0I-vA8A","Anthony","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2016-04-11 00:00:00","1 pizza,nachos and 4 drinks...$72! Are you kidding me? The pizza was like the stuff you get in school. Hard cheese and grease floating on top. The service in the restaurant area sucked. I stood by the host table not sure if we ordered there or waited to be seated. All the while,some 16 yr old staring at me not saying one word. Finally I attempt to order and was told I need a table first. Ok cool,but you seen me standing here for 5 min and didn't say a word! Kids eventually had fun on the games you could play (half of them were down). Don't think I'll take the family back anytime soon. Hopefully Dave and Busters is better!"
"W4Qg9-8PAojxB4oDpBMRTA","Laura","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2016-07-23 00:00:00","The place itself was cool but the customer service was terrible. Our server was friendly but nowhere around when we needed her. 
The bartender also had a bad attitude, I questioned a double crown neat because it looked like an ounce and a half.. which is the standard for a shot. She grabbed the glass and went over to her jigger and measured it out but spilled some on the process. The second shot wasn't full but she shot me a look like ""See?!"" so I wasn't gunna piss her off more by telling her I saw it wasn't full I saw her spill some in the process. I did ask if the jigger was only an ounce and she said yes. Super low house pour.. and the fact that the second wasn't full basically meant I paid $15 for a standard shot. 
The other drink I ordered was flat.. I was flustered by her attitude and didn't ask her to remake it. 

Not a good experience with the employees but we had fun playing games."
"w8p4JW6-ERsbg8aB5wjEAg","Scott","l09JfMeQ6ynYs5MCJtrcmQ","Alize Catering","3","2009-11-12 00:00:00","My experience with this restaurant is a little mixed. I first came across Alize a few years ago, when I went there for dinner. The wait staff was not so good, especially for such a small, I guess you could call it cozy restaurant. The menu selection was about what you would expect from a restaurant this size. When the food got to the table it was flavorful and I was satisfied with the overall quality. 

Now with all that being said, I went back a few weeks later for their Brunch, which I have to say was FANTASTIC! selection was good and the service was better then what I had experienced last time I ate at Alize.

Hope that helps"
"Wa7Sp764t3toe6JS5Y-hZg","Kelly","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2014-06-18 00:00:00","The best french fries I have ever had. I didn't taste any truffle, but they were thin and crispy and cooked just right. I had the bbq burger and it was delish. The only reason I took off a star was service. Our waitress apparently knew the people at another table and spent all of her time speaking to them. We had empty glasses and a long wait to get our order taken and then to get our check. If the service was up to par I'd go back sooner."
"WcVh8MSyRk1guSBpHdptlw","Larry","fNMVV_ZX7CJSDWQGdOM8Nw","Showmars Government Center","4","2011-07-15 00:00:00","Great place to grab a quick bite before a meeting in the halls of the Government Center. The cajun chicken sandwich is out of this world and the make your own Arnold Palmer is always a great addition. Make sure to check it out!"
"wC_kBm2bzqDAjONNopguFQ","Jacob","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2015-12-21 00:00:00","I never tried the food at Gameworks, so I wrote a review about the games. The arcade is very fun for kids aged 3-8. I ended up wasting 20 bucks playing low quality and overrated games for little kids. I was more interested into the eSports games, which is near the back of Gameworks. eSports interests Pre-Teens and up. eSports has a Wii U for Smash Bros and Mario Kart 8, XBox for Mortal Kombat X and Minecraft, PS4 for Call of Duty or Counter Strike Global Offensive, and a computer that can download any playable game for free. It's very cheap for 1 hour, 5 bucks. I look forward to playing MK8 and SSB4.
r"
"wdJKGY0xI5jpFrEL4Gm2fQ","Gina","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2017-01-06 00:00:00","I'd recommend going in while they have their daily specials. (Have different ones for different days)
If you remember the GameWorks that was on the strip, this place won't be as spacious and more condensed. Still offers tickets/prizes. Wish they had more games they had in their previous location :( choices pretty much were racing or shooting + the sport arcades. 
Keep you gamecard so with the next visit, you can reload the card and not pay for an extra.

If you plan on spending some time at the bar, plenty of TV's!! The food is rather pricey, so I'd recommend waiting till happy hour (starts 9pm) 
You honestly can't expect any service if you're at the bar just keep that in mind. You might see someone right when you order, then they disappear."
"WDri7o-5cBnmTx51Oqp5QA","Martin","Pd52CjgyEU3Rb8co6QfTPw","Flight Deck Bar & Grill","5","2015-12-29 00:00:00","Awsome food ,great service. Great place to hang out & have a brew ! Really nice & helpful staff. Defiantly coming back."
"WeDKeBEt3d8o9kk9vshOXg","Evelyn","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2014-08-16 00:00:00","We have 3 teenagers ages 18, 14 & 12.  We wanted to check it out and take the kids to do something fun before school started back up. We are locals and this was our 1st time going to Town Square and to Gameworks.   Loved Town Square. .I will have to do another review on that. We entered Gameworks from the bar/restaurant side.  The bar area is pretty big.  On the opposite side of the bar is a huge area for dining.  In fact i think that area is too big.  They should probably reduce the dining area by half to make room for more games. The gaming area was not what i expected it to be.  I mean they had some cool games but i thought the area would be much larger.  The computer gaming room was pretty cool.  My son wanted to play but we didn't get a chance.  It was only $5 an hour to play on the computer. ..next time we go I'll let my kids play in there.  There was a bowling alley in a separate room...we didn't go check it out tho. We didn't eat there this time around so I don't know how the food is. They could do with getting a few more shooter games as those are the kind of games my kids like.  We spent $54 on a play card with 400 credits which was enough for the 3 kids.  Next time we will spend a little more.  Overall this place is pretty cool.  My kids had fun and wanted to stay longer. On the next visit my husband and i will get some food and drinks while the kids go play."
"WFG4xPUIoYN98EDaJGydgA","Michael","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2013-12-14 00:00:00","We had food delivered which can be dicey for a regular restaurant but I have to say we were impressed and surprised.  I had the Salmon with lemon sauce and capers, my partner had the Grilled Garlic Chicken - both were cooked perfectly, the potato cake was even in a separate container so the sauces did not soak up into them.  The portions were more than generous, even for the salmon.  I had dinner and lunch from the one dish.  I will definitely be ordering from them again."
"WhBwqZeQ7Xte3Tof9DrdPg","Super","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2016-04-20 00:00:00","9pm.Tues nite.. Hint!  hardly any of the games work....machines are always broken, old old junk and a waste of time. Close down or upgrade  pls.....Go to back,to eat. wait 4 mins., no employees, sit down for another 5 mins. no employees....they have deserted the restaurant.   I give up.   save me pls. from Gameworks.   restuarant could care less if you are there or not. Stop hiring kids...They don't care."
"wJgtf18VKKZq9A6ZQUybQw","Candace","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2013-12-13 00:00:00","Charr hosted our company holiday party last night and it was fantastic! Myrah and Joe were great to work with and everything exceeded my expectations. They have a buyout package, so we had the restaurant to ourselves for the evening, and Myrah was great working with our DJ and photo booth and ensuring everything would work for the night of. I arrived before the event started and it being my first visit to charr, I was very impressed with the atmosphere and the staff was working hard to make sure everything looked great. They provided a buffet dinner and the bar was available to employees. Once it got dark, they lit the fire pits on the patio and it had a nice, warm feeling to it. I would definitely recommend them for a private party for a large group (we had about 60 attendees). The only reason I'm not giving them 5 stars is because the food was from Aiello's (their sister restaurant), so I can't speak to the food at charr's. But I will definitely return and recommend them based on the service they provided last night and throughout the planning process."
"WJU6ErZ9y6WczmalaDi9HQ","Sharmaine","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2017-01-31 00:00:00","We had our company party here and it was a success! Everyone Seemed to enjoy themselves, especially the children. Just want to give a shout out to Ron Arenas, Manager for all your help with our function and his crew! Awesome job!"
"wK2WAvi-VAmWBLDKVK0hCQ","Denise","BnuzcebyB1AfxH0kjNWqSg","Carrabba's Italian Grill","5","2016-07-21 00:00:00","We went to Carrabba's in Frazer tonight for dinner.  Probably the best dining experience I have ever had.  We were greeted at the door with smiles.   Our waitress is hands down the best we have ever had.  Even the young man that brought out our dinner was nice.  We met the owner.  She just bought the restaurant about a year and a half ago.  Great experience and reasonable.   Food was great.  So if you haven't been there in a while.GO"
"Wl5k4n2pdgrYUKZeeW-y_g","Melanie","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2013-07-22 00:00:00","Had a great experience here with my husband and two little kids.  The burgers were outstanding and the cocktails were perfection. Even the kid's meals were delish!  Perfect little local joint."
"wmhX6Sdf6TX0zIHIwr4klA","Dennis","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2017-08-06 00:00:00","Place is fun for the kids.. but bought an unlimited game card but a LOT of the games were broken, in need of servicing or unavailable.  it's like saying all you can eat but not put out any food..  sheesh"
"wNnkBAPmyZMETAmwYbKZUQ","Mike","tRVx2c89coruPRwYhGTcTw","Yuzu","5","2016-11-20 00:00:00","Atmosphere feels very Asian and they play iconic Asian films, the beer menu is so fantastic offering such a massive variety of hard to find craft beers. The prices are very good and portion sizes are smaller but filling for sure. This place has board games and a fun menu for cocktails and offers a pet friendly environment, great place to eat."
"WosjtwVa9N903D85tRtCxA","Jessica","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2014-02-07 00:00:00","Used them for delivery and I was highly upset with the overall experience. Looked at their menu to order crab cakes and pork tenderloin. I get a call to advise me they are out of pork tenderloin. So I order their ribs. I asked if everything else is okay and they said yes but told me the ribs cost $3 more (they could of waived that). Then 5 minutes later I get a call stating they are out of crab cakes. Again 5 minutes ago I asked if everything else was okay.  First it took over an hour for my food to get delivered Then I get my ribs (not even what I originally wanted ) and I would say I was and am very underwhelmed. This will be my first and last time I would eat at Charr unless they can pull a rabbit out of their hat."
"Wp0sdBD4Ziw_MtPenG5SMw","Vanessa","1K4qrnfyzKzGgJPBEcJaNQ","Chula Taberna Mexicana","3","2017-08-09 00:00:00","Six of us came here for dinner the other night after seeing BlogTO's post about the cute new patio spot. Unfortunately, the lineup was out the door and so we did not get to sit on the patio (even after having made reservations prior). 

Appetizers were yum but small, so we wish we had ordered 2 of everything. We ordered the zucchini fritters, shrimp ceviche, and chorizo corn dog. Ceviche has quite the kick so those who are afraid of spice, beware.

Tacos were small and lacked flavour. We had ordered the spicy butterflied shrimp, pork shoulder, beer battered fish, and soft shell crab. To be honest, they all tasted the same - nothing made them unique or independently flavoured. We actually had to ask ourselves which one we ate after finishing. Also, not sure if we were just unlucky but the soft shell crab one was really fishy and smelled like the ocean.

Desserts, we tried all 3. Churros sundae was probably my favourite of the night!! Other 2 were nothing to rave about. 

Overall I'm glad I tried this place but I'd say it's overrated. I find the menu to be way overpriced for the quality and quantity of food. For $5-$7 a taco, La Carnita is a way better taco joint. I probably will not return."
"wrmdYNHKdwG18-2CR_93QA","April","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2015-01-03 00:00:00","This place has potential to be a great location for family fun, however, the lack of service (extremely slow) and the quality of food is much to be desired.
I had a party of 5 and we got seated quickly but it took no kidding 10-15 min for a server to come to our table. 
After a bit you just stop asking for things because it takes so long.
The layout of where the dining in relation to the kitchen or service booth is too spread out.
This place has the starting of a good thing but I probably won't come back. The first time I gave them the benefit of doubt but the second trip pretty much made the decision for me that this is how gameworks operates.
So, in my opinion just come here for the games don't come here for the food. It's just not worth it."
"Ws61bJrKGVdTZYk2q1Evyw","David","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2015-07-20 00:00:00","Went the other night and our server Sahara was amazing. Will definately go to gameworks again."
"wuA_kj1Z7xbOWRhlDlb9tg","Kerfin","Gu-xs3NIQTj3Mj2xYoN2aw","Maxim Bakery & Restaurant","4","2017-07-13 00:00:00","Went in for a nice lunch with my mother and it was alright. So we got the lunch specials which was around 10 to 14 dollars. Each came with bread and soup. 

The bread appeared to be home made and was extremely good. Crunchy on the outside and soft on the inside. The soup wasn't hot however, it was slightly warm.

The meal itself was alright. I got the black pepper chicken and the chicken was tender AF HOLLLLLY. IT WAS GOOD. came with a salad and 2 spring roles. 

Hostess gave us free cake which was also amazing!

Would come again!"
"WvanLjQlrp1OBScCI5o4Qw","Marie","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2016-02-22 00:00:00","GameWork's team is incredible! We had our son's birthday party there today. For a couple weeks prior to I had spoken to/emailed with Samantha. She was always quick to respond & answer my MANY questions on our options. 
Upon arrival, she came out greeted us, got our party set up immediately in the restaurant as well as promptly set up the kids with their game cards. 
We were then greeted by Jamie (server) who took our pizza/drink order. 
There was a mistake on our order & timing of our food but the WHOLE  team made every effort to make it right. From Samantha to Charles to Ron to Chef Tommy, they all came out to not only introduce themselves but to correct the situation but make sure we knew they cared & would make our Gameworks experience a great one! And they certainly did!
All the kids had a fantastic time playing & it was a great party for my 11 year old. 
I would absolutely recommend a party at this GameWorks! 
Thank you again to the staff for your amazing service!!"
"WXDj6mmyrJi5q5nHKJ6H7w","Justin","4srfPk1s8nlm1YusyDUbjg","Subway","4","2017-09-27 00:00:00","Subway is always a good lunch. I popped in with the family today and enjoyed a footlong honey oat meatball parmigiana sub. They have a variety of drinks to choose from including fountain (coke products), Dasani, simple lemonade, Gatorade and a few other juices and milk (both chocolate and white). They also have a plethora of chips to choose from. 

Overall clean, good quick eats, will be back again and again."
"wxu6RAQqre73_id5lALttA","Raf","rDMptJYWtnMhpQu_rRXHng","McDonald's","1","2017-03-16 00:00:00","Don't waste your money!  Terrible service. They have no idea what good customer service is. They can't take an order 2 save their lives. Awful! Lazy...wait to order......hope they get it right. Must not care."
"WygAxmvUmEzn_W7vqottxA","Ryan","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2015-02-20 00:00:00","So I wanted to give Charr another go after my so so last experience. Sad to say that it was another unimpressive showing. If you are claiming to a burger bar, COOK BURGERS TO THE REQUESTED TEMP!!! I can get a properly cooked burger at village inn why can't I at a ""burger bar"" . The char on outside is great but doesn't make up for An over cooked dry burger. I will not return."
"w_ncKCr935xzTD9EkF_2gg","Jr051578","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2017-03-27 00:00:00","It is a play for kids, loud, games are worn down, toys are for kids. The food is not bad. I just wanted everyone to have some fun. My kids like it. Right out side there is this park is nice for them as well."
"X-VOe5bzT9EJu_L_Bt0nLQ","Cher","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","4","2017-10-02 00:00:00","I came here the other night with a big group of people and we had a really nice time. When you first walk in, the restaurant asks you to please take off your shoes. Word of advice: It's a great idea to wear socks if you don't want to use the slippers provided by the restaurant and if you want to leave with clean feet.  I'm a bit of a germaphobe, so I wasn't too thrilled about taking off my shoes.

From afar, the restaurant looks small but once you are inside, you realize it is much bigger.  The venue has tons of seating and a bohemian-like ambiance. Bampot provides guests with little nooks where they can relax in a comfortable environment. The nooks have carpeting and pillows for you to just lounge. They also have some traditional table settings as well. The idea is to make you feel at home. 

The restaurant also has a room with shelving and tons of games available for play. We didn't play any games on this night but it was nice to know we had the option. 

The menu is also pretty awesome! Bampot can accommodate vegans and people who are gluten and/or lactose intolerant. Talk about a win!

I shared a vegan cheesecake with a friend and it was the best gluten and dairy free cheesecake I have ever had!  I would revisit Bampot just to have another slice of the blueberry cheesecake.  While there, I also tried the gluten and dairy free stew and falafels. Both dishes tasted amazing! I especially liked the falafels. 

Now onto the tea (the real reason we came here). Bampot has an extensive tea menu. They have tons of teas for you to choose from including some featured teas such as Unicorn Blood. It sounds disgusting but it is oh so amazing. My friend bought it and it was delicious. 

Later in the evening, I described the type of tea I was craving to the waitress and she created a tea blend that wasn't on the menu just for me. The tea tasted amazing and everyone in our group tried it and loved it as well. Of course, I had to ask the waitress what she did and she told me she blended strawberry kiwi and apple cider tea. This combination is so amazing, you'll have to try it!!

I highly recommend this restaurant café and believe you will love it too."
"X4u9d7LSaI22DaKJAvbyxg","Laurel","tRVx2c89coruPRwYhGTcTw","Yuzu","5","2017-06-22 00:00:00","I went to Yuzu for their Parks and Rec Trivia night and was blown away by the bar! The drinks have fun names (""Thrift Store"") and novel concepts. There are happy hour specials every day. They also have any liquor you could want, if you don't want one on their menu.

The menu has a ton of yummy items and they come out fast! Prices are reasonable and the quality was great. I can't wait to go back soon!"
"X6uquqCVglmUV7nOH-R1SA","Marivic","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2015-10-12 00:00:00","Had a blast with the girls today. Used my gift card that I purchased from a fundraiser for 2 hrs of swipe and play. The only thing that irritated me was that every time i swiped.. I had to wait like a few min to be able to swipe again at another game! I will be back to use the other Card i have with my girls!! 

**Suggestion** Please include cell phone charging station. --thank you :)"
"xAn9rQHLv_-i3NEhpg0meA","Tari","fNMVV_ZX7CJSDWQGdOM8Nw","Showmars Government Center","3","2016-08-17 00:00:00","Since its renovation last month, things are looking up. They have more inventory stocked so they're no longer saying they're out of this or that. The place is also much cleaner and fresh looking. 
Their gyro is why you want to visit. It is very tasty and is a hearty portion. The Taziki sauce is very good too. 
They also make a great gyro salad, especially with salmon added. It comes with puta bread and Taziki sauce. 
This Shomars is a great choice for government employees to eat at on their lunch break. They offer a 10% discount for them every Tuesday."
"XB8WvUh9Od3pBAi8ygOeBA","David","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2016-05-22 00:00:00","Brought my family here for dinner and some games. Food was low quality and 1/2 of the games were inoperable. Never going to waste my hard earned money here again. And by the way don't give them your email they will never stop sending you offers."
"xbKjuVh3LR_O7B92HSczPg","Cynde","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","3","2014-09-01 00:00:00","My husband enjoyed his Hawaiian burger.  The barbeque burger was Ok except the barbeque sauce was very sweet.  The server was good but was very touchy feely and kept calling me pet names like ""babe"" and ""sweetheart"" which made me uncomfortable since he was at least 15 years younger than I am."
"XBYYIebz676_VwdTZO_quQ","Kim","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","4","2015-09-13 00:00:00","Super cool and chillax place if you are looking for something low key. We had some delicious tea and smoked some hookah and enjoyed the atmosphere. Not alot of main course items on the menus but it was still a good experience."
"XcCada2p15N0Acw929OnDA","Joe","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2015-12-13 00:00:00","We left before our food even showed up. 30 minutes we sat and waited for fried pickles and mozzarella sticks in a restaurant where there was only 1 other table. We walked in the restaurant and it smelled slightly of dirty mop water. 30 minutes of waiting and observing the staff stand around near the serving window/waitress station was enough for us. We left and went to our go-to date night spot. Save yourself the trouble and don't go to Charr. I can see why the restaurant was empty at 530pm on a Saturday."
"XCDxUzBSY8-JOvcp4jqpvg","Michael","1K4qrnfyzKzGgJPBEcJaNQ","Chula Taberna Mexicana","5","2017-09-13 00:00:00","Went here with a group of friends a couple of weeks back and we all fell in love with it.  Double rooftop patios is a HUGE plus.  Tequila bar equals double plus.  The food was delicious and appropriately priced.  The service was awesome (Gisele was our waitstaff's name).....very observant and quick.  If you are looking for a great night out this is the place to go."
"xDRfjhGLulshRgsdzNpPXw","Kay","Gu-xs3NIQTj3Mj2xYoN2aw","Maxim Bakery & Restaurant","3","2017-12-05 00:00:00","Their signature fruit meringue cakes are good but save yourself the disappointment and don't get the tiramisu. Tiramisu is always my bday cake so I know a good one when I have it. I decided to try this place this year and I have to say even T&T's grocery store cakes are better than it."
"xeOR_xGuKJJjCBcRhtCEWQ","Robert","BnuzcebyB1AfxH0kjNWqSg","Carrabba's Italian Grill","4","2016-03-23 00:00:00","Consistenly great food."
"xFSLb_pxXta5G4oaRB1ylQ","Keith","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","5","2015-12-13 00:00:00","Was visiting form out of town and stopped here for dinner. I liked the different seating options, and would have opted for the couch dinner tables but I was by myself and thought that was a little excessive for just me, but its great to have the options. I had a blackberry collins while waiting for my food and it was delicious! Very good selection of unique drinks and a huge beer list (part of which updates based on the season). I ordered the potato soup which was homemade with huge chunks of potatoes and the ""Steak and Shrooms"" for dinner. My server was very attentive and responsive. I will definitely recommend this place to others in the area."
"xiMCbpYz30GHgBJmFCNH_A","Maile","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2015-03-13 00:00:00","Forgotten that I had been here once before and swore I would never be back. Now I know why. Called earlier during the day to make sure they had gluten free buns because my son is allergic.  They said yes then when we ordered they said they just ran out. Then ordered spinach artichoke dip which on menu said served with chips.  Came out with bread. When I asked for chips they said the bread is their chips. Once again, my son can't eat it. The burgers are decent but the ""house made"" garlic knot is nothing to write home about. Service was slow and food sat under warmer forever. When I asked why no one else could bring it waitress said it wasn't her table. Don't bother with this place. So many other burger joints in Phoenix that are of far better quality and actually carry the things their menus offer."
"XIWbu1y3MoqtdPqdglNUEg","K","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2016-10-14 00:00:00","My son and I had lunch at Charr today, the food and service was amazing. 
The quality of the burgers and salads were outstanding. My son had the Carolina BBQ Burger, fries and a side salad, I had the The Phoenix Burger, onion rings with a wedge salad. The burgers were cooked perfect, their french fries and onion rings are the best I've had in years. It's so nice when the chipotle mayo, ketchup, lettuce (they use butter lettuce, yummy), tomato and onion is service on the side. That may sound crazy to some of you but I love it when the condiments are serviced on the side. Omgosh, we tried the Blueberry Bread Pudding, it was amazing. Our waitress Kristen S was attentive, courteous and best of all she knew the menu. 
We will definitely be stopping in again. Thank you for a delicious lunch."
"xjgv4LRX-Oi7xHeVeZul0Q","Nesha","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2016-08-20 00:00:00","Great place for the whole family ...this is an awesome place to go with the whole family . We spent the whole day there . Bowling. Video games food drinks"
"XJZ53twslGXoC8nfocS44g","Paul","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2016-06-17 00:00:00","Used the Groupon's for family members was the best choice to kill a day we didn't have much planned. It was worth it. Friendly staff and food was surprisingly good. Little on the higher priced side of food and drinks, but it was convenient. Good games options all around. Total spent was $150 for all day play. $20 each Groupon x 5 = $100 and $50 bucks on two appetizers and drinks."
"Xk-vuwl1F1afDPT7GN1ejg","Mitsychon","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2016-12-29 00:00:00","Recently took our son here for a celebration, we came on a weekday so it would be less crowded and we could enjoy the games. After purchasing put game card we discovered 50% or more of the games were broken and most of the others we tried to play either were malfunctioning or would freeze while we were playing. Along with that there was no one to greet us as we walked in. Apparently they were not serving food that day either which we learned by a taped piece of paper on the wall. 
The carpets are filthy and the smell inside is quite unpleasant. 
We came here when they first opened and it was great, but has gone down hill fast."
